#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
77.1%	24672	-22.949994098680794	172.03789360896386	0.0319	0:19
77.1%	24673	-22.949453801970204	172.02922924476215	0.0319	0:19
77.1%	24674	-22.94891492014809	172.0205875676714	0.0319	0:19
77.1%	24675	-22.948377453877608	172.01196859163244	0.0319	0:19
77.1%	24676	-22.9478414038204	172.0033723250038	0.0319	0:19
77.1%	24677	-22.947306770635162	171.99479878068274	0.0319	0:19
77.1%	24678	-22.94677355497857	171.9862479670021	0.0319	0:19
77.1%	24679	-22.946241757505184	171.97771989365583	0.0319	0:19
77.1%	24680	-22.94571137886704	171.9692145748583	0.0319	0:19
77.1%	24681	-22.94518241971425	171.96073201862242	0.0319	0:19
77.1%	24682	-22.944654880694547	171.95227224144233	0.0319	0:19
77.1%	24683	-22.944128762453467	171.9438352440237	0.0319	0:19
77.1%	24684	-22.943604065634	171.93542104411728	0.0319	0:19
77.1%	24685	-22.943080790877072	171.9270296448442	0.0319	0:19
77.1%	24686	-22.942558938821797	171.9186610625924	0.0319	0:19
77.1%	24687	-22.942038510104002	171.91031530550035	0.0319	0:19
77.2%	24688	-22.9415195053586	171.90199238357857	0.0319	0:19
77.2%	24689	-22.94100192521687	171.89369230735252	0.0319	0:19
77.2%	24690	-22.94048577030875	171.88541508685117	0.0319	0:19
77.2%	24691	-22.939971041261806	171.87716073260833	0.0319	0:19
77.2%	24692	-22.939457738700952	171.86892925146864	0.0319	0:19
77.2%	24693	-22.93894586324905	171.86072065683194	0.0319	0:19
77.2%	24694	-22.938435415526854	171.85253495870873	0.0319	0:19
77.2%	24695	-22.93792639615285	171.84437216637627	0.0319	0:19
77.2%	24696	-22.937418805742748	171.8362322877748	0.0319	0:19
77.2%	24697	-22.93691264491078	171.8281153357827	0.0319	0:19
77.2%	24698	-22.93640791426815	171.8200213171801	0.0319	0:19
77.2%	24699	-22.935904614424558	171.81195024245002	0.0319	0:19
77.2%	24700	-22.935402745986615	171.80390212290436	0.0319	0:19
77.2%	24701	-22.93490230955922	171.79587696987193	0.0319	0:19
77.2%	24702	-22.934403305744965	171.78787478769453	0.0319	0:19
77.2%	24703	-22.933905735143718	171.77989558774277	0.0319	0:19
77.2%	24704	-22.93340959835378	171.7719393802541	0.0319	0:19
77.2%	24705	-22.932914895970733	171.76400617790623	0.0319	0:19
77.2%	24706	-22.932421628587793	171.75609598644644	0.0319	0:19
77.2%	24707	-22.931929796795842	171.74820881746496	0.0319	0:19
77.2%	24708	-22.93143940118426	171.74034467925227	0.0319	0:19
77.2%	24709	-22.930950442339043	171.73250358188827	0.0319	0:19
77.2%	24710	-22.930462920844676	171.72468553525263	0.0319	0:19
77.2%	24711	-22.929976837283327	171.7168905475422	0.0319	0:19
77.2%	24712	-22.929492192234402	171.70911862723338	0.0319	0:19
77.2%	24713	-22.929008986275193	171.70136978477743	0.0319	0:19
77.2%	24714	-22.928527219981042	171.69364403007884	0.0319	0:19
77.2%	24715	-22.928046893924694	171.68594136960965	0.0319	0:19
77.2%	24716	-22.927568008677	171.67826181593063	0.0319	0:19
77.2%	24717	-22.927090564805678	171.67060537518842	0.0319	0:19
77.2%	24718	-22.926614562876747	171.66297205963096	0.0319	0:19
77.2%	24719	-22.92614000345426	171.65536187769624	0.0319	0:19
77.2%	24720	-22.92566688709936	171.64777483740883	0.0319	0:19
77.3%	24721	-22.9251952143712	171.64021094573417	0.0319	0:19
77.3%	24722	-22.924724985826483	171.63267021374062	0.0319	0:19
77.3%	24723	-22.924256202019595	171.62515264680573	0.0319	0:19
77.3%	24724	-22.923788863502892	171.61765826113037	0.0319	0:19
77.3%	24725	-22.923322970826284	171.61018705961848	0.0319	0:19
77.3%	24726	-22.922858524537457	171.60273905528945	0.0319	0:19
77.3%	24727	-22.922395525181376	171.59531425510627	0.0319	0:19
77.3%	24728	-22.921933973301424	171.58791266332517	0.0319	0:19
77.3%	24729	-22.9214738694379	171.5805342932354	0.0319	0:19
77.3%	24730	-22.92101521412969	171.57317915365243	0.0319	0:19
77.3%	24731	-22.920558007912604	171.56584725273032	0.0319	0:19
77.3%	24732	-22.92010225132029	171.5585385961977	0.0319	0:19
77.3%	24733	-22.91964794488445	171.55125319902925	0.0319	0:19
77.3%	24734	-22.9191950891343	171.54399106020188	0.0319	0:19
77.3%	24735	-22.918743684596553	171.5367521953878	0.0319	0:19
77.3%	24736	-22.918293731795718	171.5295366120994	0.0319	0:19
77.3%	24737	-22.91784523125422	171.5223443164285	0.0319	0:19
77.3%	24738	-22.917398183492175	171.51517532005877	0.0319	0:19
77.3%	24739	-22.916952589026693	171.50802962845472	0.0319	0:19
77.3%	24740	-22.91650844837355	171.50090725220252	0.0319	0:19
77.3%	24741	-22.916065762045584	171.4938081973529	0.0319	0:19
77.3%	24742	-22.915624530553494	171.48673247270395	0.0319	0:19
77.3%	24743	-22.915184754405633	171.47968008558263	0.0319	0:19
77.3%	24744	-22.914746434108004	171.47265104486902	0.0319	0:19
77.3%	24745	-22.914309570164747	171.46564535864823	0.0319	0:19
77.3%	24746	-22.913874163076787	171.45866303495012	0.0319	0:19
77.3%	24747	-22.91344021334344	171.45170408236805	0.0319	0:19
77.3%	24748	-22.91300772146141	171.44476850598548	0.0319	0:19
77.3%	24749	-22.912576687925394	171.4378563164567	0.0319	0:19
77.3%	24750	-22.912147113227363	171.43096751889377	0.0319	0:19
77.3%	24751	-22.911718997857083	171.42410212807383	0.0319	0:19
77.3%	24752	-22.911292342302307	171.41726014768284	0.0319	0:19
77.4%	24753	-22.910867147047988	171.4104415838539	0.0319	0:19
77.4%	24754	-22.910443412577155	171.40364644458037	0.0319	0:19
77.4%	24755	-22.910021139369885	171.39687473637798	0.0319	0:19
77.4%	24756	-22.90960032790501	171.39012647002124	0.0319	0:19
77.4%	24757	-22.90918097865813	171.38340165559907	0.0319	0:19
77.4%	24758	-22.90876309210268	171.37670029587352	0.0319	0:19
77.4%	24759	-22.908346668710145	171.37002239898504	0.0319	0:19
77.4%	24760	-22.907931708949025	171.36336797562902	0.0319	0:19
77.4%	24761	-22.907518213286238	171.35673703049594	0.0319	0:19
77.4%	24762	-22.907106182185686	171.35012957192924	0.0319	0:19
77.4%	24763	-22.9066956161096	171.34354560612826	0.0319	0:19
77.4%	24764	-22.906286515517138	171.3369851413991	0.0319	0:19
77.4%	24765	-22.905878880865938	171.33044818796552	0.0319	0:19
77.4%	24766	-22.905472712610674	171.32393474719441	0.0319	0:19
77.4%	24767	-22.90506801120387	171.31744482692847	0.0319	0:19
77.4%	24768	-22.904664777095764	171.31097844001178	0.0319	0:19
77.4%	24769	-22.904263010734237	171.30453558883755	0.0319	0:19
77.4%	24770	-22.90386271256497	171.29811627964384	0.0319	0:19
77.4%	24771	-22.903463883030966	171.2917205231629	0.0319	0:19
77.4%	24772	-22.90306652257321	171.28534832389695	0.0319	0:19
77.4%	24773	-22.9026706316301	171.27899969357125	0.0319	0:19
77.4%	24774	-22.902276210637854	171.27267463183767	0.0319	0:19
77.4%	24775	-22.90188326003047	171.26637315123983	0.0319	0:19
77.4%	24776	-22.90149178023919	171.26009525992092	0.0319	0:19
77.4%	24777	-22.901101771693135	171.25384096349012	0.0319	0:19
77.4%	24778	-22.900713234819385	171.24761026604384	0.0319	0:19
77.4%	24779	-22.900326170042053	171.24140317611509	0.0319	0:19
77.4%	24780	-22.89994057778359	171.23521969589646	0.0319	0:19
77.4%	24781	-22.89955645846336	171.22905983678777	0.0319	0:19
77.4%	24782	-22.899173812499058	171.22292360717904	0.0319	0:19
77.4%	24783	-22.898792640305746	171.21681101078264	0.0319	0:19
77.5%	24784	-22.89841294229592	171.2107220556908	0.0319	0:19
77.5%	24785	-22.89803471888018	171.2046567472765	0.0319	0:19
77.5%	24786	-22.897657970466398	171.19861509026669	0.0319	0:19
77.5%	24787	-22.89728269746027	171.19259709752782	0.0319	0:19
77.5%	24788	-22.89690890026494	171.18660276910867	0.0319	0:19
77.5%	24789	-22.89653657928164	171.18063211185992	0.0319	0:19
77.5%	24790	-22.896165734908667	171.17468513757274	0.0319	0:19
77.5%	24791	-22.895796367542538	171.16876185019146	0.0319	0:19
77.5%	24792	-22.895428477576907	171.1628622499015	0.0319	0:19
77.5%	24793	-22.895062065403447	171.15698634937775	0.0319	0:19
77.5%	24794	-22.894697131411174	171.15113415616477	0.0319	0:19
77.5%	24795	-22.894333675986918	171.14530567588722	0.0319	0:19
77.5%	24796	-22.893971699515465	171.139500907847	0.0319	0:19
77.5%	24797	-22.8936112023784	171.13371986246278	0.0319	0:19
77.5%	24798	-22.89325218495593	171.12796254828015	0.0319	0:19
77.5%	24799	-22.892894647625123	171.12222896666302	0.0319	0:19
77.5%	24800	-22.892538590761113	171.11651912821415	0.0319	0:19
77.5%	24801	-22.892184014736372	171.11083303523304	0.0319	0:19
77.5%	24802	-22.89183091992126	171.10517069679852	0.0319	0:19
77.5%	24803	-22.891479306683824	171.09953211787044	0.0319	0:19
77.5%	24804	-22.89112917538955	171.09391730190939	0.0319	0:19
77.5%	24805	-22.890780526401382	171.088326256245	0.0319	0:19
77.5%	24806	-22.890433360080603	171.08275898823112	0.0319	0:19
77.5%	24807	-22.89008767678538	171.0772155023729	0.0319	0:19
77.5%	24808	-22.889743476871796	171.07169580650879	0.0319	0:19
77.5%	24809	-22.889400760693555	171.06619990237817	0.0319	0:19
77.5%	24810	-22.88905952860207	171.0607277959036	0.0319	0:19
77.5%	24811	-22.88871978094636	171.05527949584328	0.0319	0:19
77.5%	24812	-22.888381518072926	171.0498550044617	0.0319	0:19
77.5%	24813	-22.888044740326023	171.0444543302038	0.0319	0:19
77.5%	24814	-22.88770944804778	171.03907747672488	0.0319	0:19
77.5%	24815	-22.887375641577346	171.03372444979843	0.0319	0:19
77.5%	24816	-22.88704332125193	171.0283952568512	0.0319	0:19
77.6%	24817	-22.886712487406406	171.023089901712	0.0319	0:19
77.6%	24818	-22.886383140373006	171.0178083888641	0.0319	0:19
77.6%	24819	-22.88605528048178	171.01255072401366	0.0319	0:19
77.6%	24820	-22.885728908060567	171.0073169134044	0.0319	0:19
77.6%	24821	-22.885404023434315	171.0021069605038	0.0319	0:19
77.6%	24822	-22.885080626925966	170.99692087471414	0.0319	0:19
77.6%	24823	-22.884758718856197	170.9917586551693	0.0319	0:19
77.6%	24824	-22.88443829954287	170.98662031109694	0.0319	0:19
77.6%	24825	-22.884119369302013	170.98150584659842	0.0319	0:19
77.6%	24826	-22.883801928446793	170.97641526746207	0.0319	0:19
77.6%	24827	-22.883485977288036	170.9713485781323	0.0319	0:19
77.6%	24828	-22.883171516134766	170.96630577819187	0.0319	0:19
77.6%	24829	-22.882858545292912	170.96128687911676	0.0319	0:19
77.6%	24830	-22.88254706506636	170.95629188558584	0.0319	0:19
77.6%	24831	-22.882237075756624	170.9513207995912	0.0319	0:19
77.6%	24832	-22.88192857766289	170.94637362656124	0.0319	0:19
77.6%	24833	-22.881621571081517	170.94145037536973	0.0319	0:19
77.6%	24834	-22.881316056307185	170.93655104421137	0.0319	0:19
77.6%	24835	-22.881012033631443	170.93167563687354	0.0319	0:19
77.6%	24836	-22.880709503344267	170.92682416700788	0.0319	0:19
77.6%	24837	-22.880408465732632	170.92199663107908	0.0319	0:19
77.6%	24838	-22.88010892108116	170.91719304160915	0.0319	0:19
77.6%	24839	-22.879810869672472	170.91241339582257	0.0319	0:19
77.6%	24840	-22.879514311786284	170.90765769805995	0.0319	0:19
77.6%	24841	-22.87921924770051	170.90292595773298	0.0319	0:19
77.6%	24842	-22.87892567769011	170.89821817520874	0.0319	0:19
77.6%	24843	-22.87863360202822	170.8935343594864	0.0319	0:19
77.6%	24844	-22.87834302098487	170.88887451268542	0.0319	0:19
77.6%	24845	-22.87805393482845	170.88423863647625	0.0319	0:19
77.6%	24846	-22.877766343824604	170.87962673513067	0.0319	0:19
77.6%	24847	-22.87748024823654	170.87503881871595	0.0319	0:19
77.7%	24848	-22.87719564832517	170.87047488584983	0.0319	0:19
77.7%	24849	-22.87691254434896	170.86593494067642	0.0319	0:19
77.7%	24850	-22.876630936563974	170.8614189904703	0.0319	0:19
77.7%	24851	-22.876350825223945	170.85692703961607	0.0319	0:19
77.7%	24852	-22.876072210580247	170.85245908665698	0.0319	0:19
77.7%	24853	-22.875795092881773	170.84801514052972	0.0319	0:19
77.7%	24854	-22.875519472375096	170.84359520319805	0.0319	0:19
77.7%	24855	-22.875245349304155	170.8391992788182	0.0319	0:19
77.7%	24856	-22.874972723911174	170.83482737370568	0.0319	0:19
77.7%	24857	-22.874701596434875	170.8304794871387	0.0319	0:19
77.7%	24858	-22.8744319671127	170.82615562486822	0.0319	0:19
77.7%	24859	-22.87416383617876	170.82185579430586	0.0319	0:19
77.7%	24860	-22.87389720386577	170.8175799962348	0.0319	0:19
77.7%	24861	-22.87363207040311	170.8133282296092	0.0319	0:19
77.7%	24862	-22.873368436018037	170.80910050547382	0.0319	0:19
77.7%	24863	-22.873106300935774	170.80489682562606	0.0319	0:19
77.7%	24864	-22.87284566537887	170.80071719424276	0.0319	0:19
77.7%	24865	-22.87258652956733	170.79656161088994	0.0319	0:19
77.7%	24866	-22.872328893718954	170.7924300799411	0.0319	0:19
77.7%	24867	-22.87207275804936	170.788322609933	0.0319	0:19
77.7%	24868	-22.871818122771295	170.78423919855786	0.0319	0:19
77.7%	24869	-22.8715649880954	170.78017985623404	0.0319	0:19
77.7%	24870	-22.871313354229745	170.77614457437554	0.0319	0:19
77.7%	24871	-22.871063221380123	170.7721333681339	0.0319	0:19
77.7%	24872	-22.870814589749862	170.76814623553432	0.0319	0:19
77.7%	24873	-22.870567459539927	170.76418317922742	0.0319	0:19
77.7%	24874	-22.870321830949138	170.76024420302656	0.0319	0:19
77.7%	24875	-22.87007770417332	170.75632930932977	0.0319	0:19
77.7%	24876	-22.86983507940641	170.7524385022519	0.0319	0:19
77.7%	24877	-22.869593956839648	170.74857178552847	0.0319	0:19
77.7%	24878	-22.869354336661985	170.74472916104781	0.0319	0:19
77.7%	24879	-22.86911621906002	170.740910632964	0.0319	0:19
77.8%	24880	-22.86887960421785	170.7371162005341	0.0319	0:19
77.8%	24881	-22.868644492317422	170.73334587345977	0.0319	0:19
77.8%	24882	-22.86841088353763	170.72959965183378	0.0319	0:19
77.8%	24883	-22.868178778055707	170.72587753496265	0.0319	0:19
77.8%	24884	-22.867948176046177	170.72217952957007	0.0319	0:19
77.8%	24885	-22.86771907768095	170.7185056348991	0.0319	0:19
77.8%	24886	-22.867491483129765	170.71485585734283	0.0319	0:19
77.8%	24887	-22.86726539256006	170.71123019931193	0.0319	0:19
77.8%	24888	-22.86704080613655	170.707628663225	0.0319	0:19
77.8%	24889	-22.86681772402167	170.70405124758014	0.0319	0:19
77.8%	24890	-22.866596146375734	170.70049795696733	0.0319	0:19
77.8%	24891	-22.866376073356175	170.69696879674308	0.0319	0:19
77.8%	24892	-22.866157505118288	170.69346376999047	0.0319	0:19
77.8%	24893	-22.865940441814836	170.68998287278288	0.0319	0:19
77.8%	24894	-22.865724883596414	170.68652611090596	0.0319	0:19
77.8%	24895	-22.865510830610983	170.6830934875501	0.0319	0:19
77.8%	24896	-22.865298283004094	170.6796850077836	0.0319	0:19
77.8%	24897	-22.865087240919028	170.67630066820703	0.0319	0:19
77.8%	24898	-22.864877704496454	170.67294047492206	0.0319	0:19
77.8%	24899	-22.864669673874825	170.66960443112424	0.0319	0:19
77.8%	24900	-22.864463149190158	170.66629253777205	0.0319	0:19
77.8%	24901	-22.864258130575845	170.66300479748944	0.0319	0:19
77.8%	24902	-22.86405461816306	170.65974121200682	0.0319	0:19
77.8%	24903	-22.863852612080688	170.65650177672893	0.0319	0:19
77.8%	24904	-22.863652112454886	170.65328650118363	0.0319	0:19
77.8%	24905	-22.86345311940951	170.6500953842421	0.0319	0:19
77.8%	24906	-22.863255633066313	170.64692843271735	0.0319	0:19
77.8%	24907	-22.863059653544106	170.643785643854	0.0319	0:19
77.8%	24908	-22.86286518095964	170.64066701999963	0.0319	0:19
77.8%	24909	-22.862672215427285	170.63757256790643	0.0319	0:19
77.8%	24910	-22.86248075705872	170.63450228462597	0.0319	0:19
77.8%	24911	-22.862290805963145	170.63145616587158	0.0319	0:19
77.8%	24912	-22.862102362247956	170.6284342241102	0.0319	0:19
77.9%	24913	-22.861915426017738	170.62543645438726	0.0319	0:19
77.9%	24914	-22.86172999737442	170.62246286409135	0.0319	0:19
77.9%	24915	-22.861546076417845	170.61951344823598	0.0319	0:19
77.9%	24916	-22.86136366324528	170.61658821437632	0.0319	0:19
77.9%	24917	-22.86118275795193	170.61368716130931	0.0319	0:19
77.9%	24918	-22.86100336062992	170.6108102879809	0.0319	0:19
77.9%	24919	-22.860825471369818	170.60795759850518	0.0319	0:19
77.9%	24920	-22.860649090258892	170.6051290978185	0.0319	0:19
77.9%	24921	-22.86047421738248	170.6023247812405	0.0319	0:19
77.9%	24922	-22.86030085282344	170.59954465342844	0.0319	0:19
77.9%	24923	-22.860128996662315	170.5967887166055	0.0319	0:19
77.9%	24924	-22.85995864897707	170.59405696774172	0.0319	0:19
77.9%	24925	-22.85978980984308	170.5913494116348	0.0319	0:19
77.9%	24926	-22.85962247933391	170.5886660470424	0.0319	0:19
77.9%	24927	-22.859456657520038	170.58600687591846	0.0319	0:19
77.9%	24928	-22.859292344470024	170.58337190362553	0.0319	0:19
77.9%	24929	-22.859129540249366	170.58076112332273	0.0319	0:19
77.9%	24930	-22.858968244922128	170.5781745421516	0.0319	0:19
77.9%	24931	-22.858808458549003	170.57561215897334	0.0319	0:19
77.9%	24932	-22.85865018118873	170.5730739739315	0.0319	0:19
77.9%	24933	-22.858493412897747	170.57055998792598	0.0319	0:19
77.9%	24934	-22.858338153729527	170.5680702061272	0.0319	0:19
77.9%	24935	-22.85818440373567	170.56560462285677	0.0319	0:19
77.9%	24936	-22.85803216296532	170.56316324195163	0.0319	0:19
77.9%	24937	-22.85788143146491	170.56074606438793	0.0319	0:19
77.9%	24938	-22.857732209278453	170.55835309140681	0.0319	0:19
77.9%	24939	-22.8575844964479	170.55598432279226	0.0319	0:19
77.9%	24940	-22.857438293012404	170.5536397608883	0.0319	0:19
77.9%	24941	-22.857293599009	170.55131940087458	0.0319	0:19
77.9%	24942	-22.857150414472017	170.54902324989098	0.0319	0:19
77.9%	24943	-22.857008739433756	170.5467513065085	0.0319	0:19
78.0%	24944	-22.85686857392357	170.5445035658351	0.0319	0:19
78.0%	24945	-22.85672991796885	170.5422800375594	0.0319	0:19
78.0%	24946	-22.856592771594375	170.54008071793083	0.0319	0:19
78.0%	24947	-22.856457134822264	170.5379056059784	0.0319	0:19
78.0%	24948	-22.856323007672973	170.5357547020094	0.0319	0:19
78.0%	24949	-22.85619039016355	170.5336280055277	0.0319	0:19
78.0%	24950	-22.856059282309374	170.53152551785004	0.0319	0:19
78.0%	24951	-22.85592968412293	170.52944724558148	0.0319	0:19
78.0%	24952	-22.85580159561473	170.5273931791692	0.0319	0:19
78.0%	24953	-22.855675016792503	170.52536332261246	0.0319	0:19
78.0%	24954	-22.855549947661768	170.52335767228072	0.0319	0:19
78.0%	24955	-22.855426388225368	170.5213762343188	0.0319	0:19
78.0%	24956	-22.85530433848403	170.51941900657675	0.0319	0:19
78.0%	24957	-22.855183798435878	170.51748598976016	0.0319	0:19
78.0%	24958	-22.855064768076563	170.51557717946417	0.0319	0:19
78.0%	24959	-22.85494724739963	170.51369257934485	0.0319	0:19
78.0%	24960	-22.854831236395718	170.51183219215972	0.0319	0:19
78.0%	24961	-22.854716735053582	170.50999601255495	0.0319	0:19
78.0%	24962	-22.854603743359135	170.5081840430217	0.0319	0:19
78.0%	24963	-22.854492261295885	170.5063962809934	0.0319	0:19
78.0%	24964	-22.854382288845297	170.50463272615116	0.0319	0:19
78.0%	24965	-22.854273825985963	170.5028933808451	0.0319	0:19
78.0%	24966	-22.85416687269466	170.5011782449666	0.0319	0:19
78.0%	24967	-22.85406142894486	170.49948731556813	0.0319	0:19
78.0%	24968	-22.85395749470821	170.4978205955884	0.0319	0:19
78.0%	24969	-22.85385506995394	170.49617808176689	0.0319	0:19
78.0%	24970	-22.853754154648833	170.49455976999386	0.0319	0:19
78.0%	24971	-22.853654748756913	170.49296566620632	0.0319	0:19
78.0%	24972	-22.853556852240278	170.49139576931475	0.0319	0:19
78.0%	24973	-22.85346046505816	170.48985007602073	0.0319	0:19
78.0%	24974	-22.853365587167623	170.48832858353057	0.0319	0:19
78.0%	24975	-22.85327221852324	170.4868312929884	0.0319	0:19
78.0%	24976	-22.853180359077317	170.48535820877115	0.0319	0:19
78.1%	24977	-22.853090008779475	170.48390932280012	0.0319	0:19
78.1%	24978	-22.853001167576956	170.48248463729485	0.0319	0:19
78.1%	24979	-22.85291383541477	170.48108414889262	0.0319	0:19
78.1%	24980	-22.85282801223554	170.47970785887907	0.0319	0:19
78.1%	24981	-22.852743697979154	170.47835576575721	0.0319	0:19
78.1%	24982	-22.85266089258318	170.47702787219555	0.0319	0:19
78.1%	24983	-22.8525795959831	170.47572417258684	0.0319	0:19
78.1%	24984	-22.85249980811147	170.47444466980699	0.0319	0:18
